SequenceName	ClusterNumber
G902572705	1568
G001179925	1568
G902627655	1568
G902595125	1569
G001180065	1569
G902594915	1569
G902573465	1569
G902558445	1569
G003282905	1569
G902574775	1569
G902624185	1569
G902624075	1569
G001510075	-1
G003488105	-1
G004341725	1570
G001746755	1570
G003354135	1571
G001830425	1571
G900101965	-1
G000284415	1572
G000013085	1572
G000961745	-1
G001611975	1573
G000381985	1573
G900156605	1573
G000550765	1574
G000182745	1574
G000164395	1574
G000021325	1574
G001499615	1575
G000963945	1575
G000963965	1575
G000963925	1575
G001580615	1575
G001499675	1575
G000964225	1575
G000613285	1575
G000010825	1575
G000963905	1575
G000429165	1575
G000963885	-1
G003970925	1576
G000711715	1576
G000585415	1576
G011300455	1576
G000620665	1576
G011320075	1577
G003347635	1577
G004135585	1577
G003129465	1577
G900177405	1577
G009905535	-1
G002732905	-1
G000428525	1578
G000365025	1578
G003129605	1579
G002692855	1579
G000014745	1579
G000420265	1580
G000152745	1580
G008630495	1580
G004793685	1580
G000744995	1580
G000382325	1580
G000420665	-1
G900117415	1581
G008933705	1581
G000503895	1582
G000383415	1582
G002280885	1582
G000384335	1582
G000253295	1582
G000143145	1582
G009708035	1582
G000981545	1582
G000526315	1583
G000384475	1583
G003347645	1583
G000429865	1584
G000423365	1584
G900110915	1585
G000688515	1585
G000423225	1586
G000380505	1586
G900104485	1586
G000745955	1587
G000163775	1587
G001458475	1587
G000190695	1587
G000160435	1587
G000620925	1587
G000428785	1587
G000008805	1588
G000006845	1588
G000196295	1588
G000173895	1588
G001063255	1588
G000186165	1588
G001592185	1588
G000818035	1588
G000194925	1588
G900086555	1588
G001308005	1588
G001027865	1588
G000227765	1588
G009777245	1589
G000429665	1589
G000519045	1590
G000012425	1590
G008933675	1590
G000429605	1590
G000432615	1591
G000411515	1591
G000297775	1591
G000250875	1591
G007558815	-1
G000482785	-1
G902543835	-1
G000385055	1592
G000384955	1592
G000385035	1592
G000384935	1592
G000383375	1592
G902515155	1592
G000711245	-1
G005878295	1593
G003242685	1593
G010024885	1594
G009926865	1594
G013001905	-1
G001899805	-1
G004297165	1595
G001801825	1595
G001802535	1596
G001801945	1596
G902607965	1597
G012960105	1597
G001276605	-1
G900092645	-1
G001801575	-1
G902581285	-1
G902623005	-1
G001467645	-1
G003228415	-1
G004357305	-1
G902631405	-1
G000619845	-1
G001606025	1598
G000471625	1598
G001435295	1598
G000012305	1598
G001462175	1598
G000511655	1598
G004335015	1598
G000685805	1598
G000016885	1598
G000382145	1598
G002014765	1598
G001997265	1599
G000193025	1599
G000192945	1599
G001065625	1599
G001062815	1599
G001679105	1599
G001064655	1599
G001679345	1599
G001063475	1599
G000302495	1599
G000193085	1599
G001809255	1599
G000766665	1599
G000192985	1599
G000192905	1599
G000193005	1599
G000092265	1599
G001632285	1599
G000740455	1599
G000192965	1599
G000193045	1599
G000192925	1599
G001656275	1599
G001656095	1599
G001656215	1599
G001656195	1599
G001656455	1599
G001656255	1599
G001656285	1599
G001656415	1599
G001656125	1599
G001656105	1599
G001656385	1599
G001656175	1599
G001656205	1599
G001679075	1599
G001656475	1599
G001656425	1599
G001656115	1599
G001656375	1599
G001656335	1599
G002014855	1599
G001679155	1599
G001679005	1599
G000426885	1599
G001636015	1599
G004535785	1600
G001758195	1600
G001444425	1600
G001642735	1600
G902555115	-1
G003688415	-1
G011009015	1601
G000428585	1601
G003864255	1601
G900105255	1602
G002903165	1602
G000410875	1602
G000939975	1602
G900105655	1602
G000376785	1603
G000012985	1603
G004329715	-1
G001652445	1604
G000764205	1604
G007197775	1604
G010993985	1605
G002282855	1605
G004339545	-1
G001420915	1606
G000414175	1606
G000429485	1606
G003610775	1606
G000953735	1607
G000276805	1607
G002786575	-1
G000990305	1608
G000402195	1608
G000402875	1608
G001789745	-1
G001789675	1609
G001789545	1609
G001789695	1610
G001789405	1610
G001787885	1610
G001788055	1610
G001789895	1610
G001872335	-1
G002792605	-1
G900299405	-1
G001788645	1611
G001787405	1611
G001787375	1611
G001787395	1611
G001003265	1611
G010014585	-1
G002869265	-1
G001004885	-1
G001784325	1612
G001782935	1612
G001782805	1612
G001782895	1612
G002293825	-1
G001782955	1613
G001782825	1613
G001784315	1613
G001784395	1614
G001784365	1614
G001783185	1614
G001783095	1614
G001784355	1614
G002792155	-1
G000997055	1615
G000996685	1615
G000996525	1615
G000995215	1615
G000994165	1615
G000997445	1615
G000997065	1615
G001791655	1615
G000997135	1615
G001791635	1615
G002791255	-1
G001820135	1616
G000989665	1616
G001820215	1616
G001820305	1617
G001820115	1617
G001821935	1617
G011330845	-1
G001820515	1618
G001820475	1618
G001822165	1618
G001302985	-1
G001302965	-1
G001779475	-1
G001004105	1619
G001003525	1619
G001817655	-1
G002773725	-1
G011333995	-1
G001818575	-1
G007375645	-1
G001818615	-1
G007376445	-1
G001818675	1620
G001817995	1620
G009991905	-1
G001823025	-1
G001824825	-1
G002772495	-1
G000998905	1621
G000994995	1621
G001823055	1621
G001821395	1622
G001818945	1622
G000999395	1622
G001819055	1623
G001819035	1623
G001819095	1623
G001818975	1623
G001818995	1623
G001821435	1623
G001821385	1623
G002789555	-1
G011052195	-1
G001823605	1624
G001823505	1624
G001785725	-1
G002698305	-1
G007117675	-1
G009995395	-1
G001786095	-1
G005239955	-1
G002787695	-1
G000996205	-1
G003216075	-1
G003280085	1625
G003215535	1625
G902563335	1625
G003209275	1625
G003215295	-1
G902564535	-1
G010672165	1626
G001890765	1626
G000314005	1626
G000380225	1626
G000987385	1627
G000014265	1627
G010692625	1627
G000974245	1628
G000307915	1628
G000173555	1628
G000973065	1628
G000176895	1628
G000210375	1628
G000175415	1628
G001611905	1628
G000478195	1628
G900009135	1628
G000710505	1628
G001873365	1628
G900010725	1628
G012031285	-1
G002722455	-1
G009392195	-1
G002239045	-1
G009840665	-1
G002714425	-1
G003556385	-1
G004377135	1629
G001796515	1629
G001795205	-1
G001795115	-1
G011772595	-1
G004297445	-1
G001795335	-1
G011329365	-1
G001729485	1630
G000717345	1630
G000935125	1630
G000695235	1630
G000718015	1630
G000720305	1630
G000717745	1630
G001187435	1630
G000342125	1630
G000719265	1630
G000718635	1630
G000717335	1631
G000383915	1631
G000196835	1631
G000732925	1631
G000384315	1631
G002262875	1631
G006152065	1631
G000519205	1631
G000739085	1631
G000244975	1632
G000243395	1632
G000231055	1632
G000258175	1632
G000023865	1632
G000527075	1632
G000383795	1632
G000231035	1632
G000244955	1632
G003202235	1632
G000719975	1632
G900115565	1632
G000372385	-1
G001620305	1633
G000760735	1633
G001426185	1633
G000738775	1634
G000196695	1634
G004328705	1634
G001894865	1634
G000341795	1634
G001894965	1634
G000389715	1634
G000454045	1634
G000014565	1634
G006148895	1634
G001646785	1634
G001312925	1634
G000511305	1634
G000982715	1634
G000380645	-1
G001613465	1635
G001612765	1635
G000308755	1635
G000482385	1635
G000308715	1635
G000250675	1635
G000308835	1635
G001310275	1635
G000308695	1635
G001182745	1635
G000308595	1635
G000719275	1635
G000308355	1635
G001886715	1635
G000308795	1635
G000720425	1635
G000308515	1635
G000308675	1635
G000308495	1635
G000284035	1635
G001613505	1635
G000308855	1635
G000523235	1635
G000526215	1635
G000308875	1635
G000308615	1635
G000381925	1635
G001865855	1635
G000308655	1635
G000308635	1635
G001552855	1635
G012932915	1635
G001646865	1635
G000333035	1636
G000192435	1636
G000423025	1636
G000344135	1636
G000333015	1636
G000241265	1636
G000344155	1637
G000332995	1637
G001698225	1637
G000024785	1637
G000298195	1637
G000332975	1637
G000248055	1637
G001485495	1637
G000247715	1637
G000334455	1637
G000241345	1637
G000241305	1637
G001881585	1638
G000257745	1638
G000759695	1638
G900111365	1639
G900097235	1639
G000426605	1639
G001429625	1640
G000389985	1640
G001428125	1640
G005217835	1640
G003333285	1640
G008761635	1640
G004564375	1640
G001050535	1641
G001046875	1641
G000768705	1642
G000768685	1642
G001427985	1642
G000152705	1642
G000768675	1642
G000768695	1642
G001428065	1642
G000720925	1642
G000367525	1642
G009184895	1642
G008698165	-1
G000950575	1643
G000018885	1643
G000376245	1643
G000785535	1643
G000482545	1643
G000813845	1644
G000022025	1644
G000189535	1644
G001424565	1644
G001484605	1644
G001428365	1644
G000196235	1644
G000238915	1644
G001542565	1644
G000014925	1644
G001263615	1644
G001552095	1644
G006539205	1644
G000802235	1644
G011752015	1645
G003858425	1645
G003859945	1645
G001273835	1646
G000349545	1646
G001477055	1646
G000231305	1646
G000633415	1646
G000350525	1646
G003634035	1646
G000834055	1646
G000980875	1646
G002336855	1646
G003053925	-1
G900129365	1647
G004015185	1647
G000612845	1648
G000285575	1648
G000816675	1648
G000751675	1649
G000732635	1649
G000447315	1649
G000300195	1649
G000744935	-1
G001602975	-1
G900066305	-1
G900155555	-1
G000435715	-1
G900542245	1650
G000435615	1650
G000758905	-1
G900112915	-1
G001189495	-1
G001407835	-1
G012841535	-1
G000312325	1651
G000308255	1651
G000312365	1651
G000159095	1652
G000024105	1652
G000191725	1652
G000156575	1652
G900258485	-1
G000423145	1653
G000245755	1653
G900120375	-1
G000478985	1654
G000146345	1654
G000436275	1655
G000431075	1655
G004552795	1655
G000307265	1656
G000283575	1656
G000469445	1657
G000403435	1657
G001916835	1657
G900541615	1658
G000765235	1658
G000421005	-1
G001941165	-1
G902387315	1659
G004556345	1659
G000620945	1659
G000432075	-1
G900539845	1660
G000431535	1660
G000433975	1660
G011958665	1660
G009777895	-1
G002160015	-1
G900113995	-1
G900066155	-1
G900095865	1661
G000158655	1661
G001941055	-1
G900108205	1662
G000702245	1662
G000687655	1662
G000518685	1663
G000434115	1663
G001916165	1664
G000433155	1664
G001414325	1664
G003612315	1665
G000435575	1665
G003481445	1665
G009696045	1666
G001461035	1666
G900112775	1667
G900111595	1667
G900078195	1668
G000018685	1668
G900143645	1669
G000702945	1669
G009931695	1669
G900205915	1669
G900115365	1669
G900110975	-1
G900066105	1670
G000431895	1670
G900167115	-1
G900111235	-1
G900112085	-1
G001604195	-1
G900100345	1671
G000612225	1671
G900101595	1671
G000250655	1671
G000380965	1671
G900114475	1671
G001956045	1671
G000686845	1671
G004307995	1671
G003553945	-1
G003554175	-1
G000753575	-1
G004195325	1672
G000755705	1672
G002070525	-1
G003539625	1673
G000433995	1673
G900539305	1673
G000433035	1673
G001512985	-1
G900540175	-1
G902801795	-1
G900549075	1674
G000438415	1674
G902778125	1675
G902764145	1675
G000433015	-1
G001017705	-1
G003546845	-1
G001179805	-1
G002135175	-1
G900100185	1676
G006740705	1676
G000698185	1677
G000698125	1677
G000698145	1677
G000698105	1677
G900106595	1678
G000420725	1678
G003610495	1678
G900115625	1679
G900114715	1679
G000429685	1679
G900099745	1679
G900099605	1679
G900113025	1679
G001038565	1680
G000292245	1680
G001590785	1680
G001310555	1680
G000513135	1680
G000513095	1680
G000513115	1680
G000005825	1680
G009718825	-1
G000648615	1681
G000497245	1681
G004684935	1681
G000377985	1681
G004153225	1681
G000775615	1682
G000770635	1682
G000770675	1682
G000425225	1682
G000425205	1682
G900114165	1683
G000723525	1683
G000425705	1683
G000469135	1683
G000786645	1683
G000284515	1683
G900240285	1683
G900100295	1683
G001685435	1683
G000496835	1683
G900112535	1684
G001712755	1684
G003053645	1684
G004340305	1684
G000008165	1685
G000007845	1685
G000008505	1685
G001420855	1685
G000007825	1685
G000832605	1685
G000291295	1685
G000017425	1685
G000746135	1685
G000712595	1685
G004138295	1685
G000430785	1685
G001989575	-1
G004117835	1686
G000010585	1686
G004359545	1686
G001050305	1687
G000525975	1687
G000525955	1687
G000766865	1687
G003644295	-1
G011776635	-1
G001304275	-1
G011525725	-1
G000484995	-1
G002689385	-1
G012965455	-1
G002709045	1688
G002701385	1688
G007124075	1689
G001642915	1689
G002167465	-1
G902602795	-1
G902607665	-1
G002729035	-1
G000279145	-1
G003327435	-1
G008933835	-1
G009693535	-1
G001802215	-1
G001650905	1690
G000375465	1690
G003712055	1691
G002720745	1691
G009924365	-1
G002834295	1692
G001564065	1692
G001715195	1692
G003150675	1692
G003390325	1692
G003012875	-1
G012517435	-1
G001769655	-1
G004011035	-1
G001769935	1693
G000348725	1693
G003346865	1694
G000443995	1694
G001874305	1695
G000447775	1695
G000447795	1695
G003223215	1696
G001914735	1696
G003010405	-1
G003161595	1697
G000014005	1697
G003224975	1698
G003166855	1698
G003166385	1698
G003132405	1698
G900108185	1699
G000178955	1699
G001547995	1700
G000613845	1700
G001787335	1700
G002005465	1700
G000617865	1700
G000576125	1701
G000498655	1701
G000576165	1701
G000303025	1701
G000007105	1701
G000175255	1701
G000277755	1701
G000218875	1701
G000971055	1702
G000016765	1702
G000744515	1702
G003050615	1702
G001853345	1702
G000214335	1702
G011761305	1702
G001956315	1702
G000383095	1702
G000333335	1702
G003385775	-1
G001449105	1703
G000022005	1703
G000682775	1704
G000682715	1704
G000682755	1704
G000685235	1704
G000685215	1704
G000685295	1704
G000685275	1704
G000685315	1704
G000013025	1704
G902586885	-1
G902619165	1705
G902537235	1705
G902524845	1705
G902578545	1706
G902570265	1706
G002238565	-1
G003992625	1707
G000230555	1707
G002746425	-1
G900542805	-1
G900128485	1708
G000434855	1708
G003472385	1708
G001295775	-1
G902617815	-1
G902557965	1709
G000252525	1709
G902586925	1710
G000385115	1710
G902602285	1710
G902558095	1710
G003213495	1710
G902583575	1710
G003730135	-1
G002688175	-1
G009692345	1711
G008363175	1711
G000761445	-1
G001556105	1712
G001431405	1712
G001908775	1713
G001705565	1713
G000007385	1713
G000007145	1713
G000401255	1713
G000576405	1713
G000006725	1713
G001431645	1713
G001021935	1713
G000815185	1713
G001499755	1713
G000072485	1713
G001431535	1713
G000661955	1713
G001431505	1713
G001314305	1713
G001700965	1713
G001431525	1713
G001431485	1713
G900018785	1713
G000233915	1713
G000513955	1713
G000185965	1713
G000972865	1713
G001643635	-1
G001802575	1714
G001801885	1714
G001801725	1714
G011772145	1714
G009773435	1715
G001464585	1715
G001447805	1715
G003967195	-1
G001312345	-1
G012965425	1716
G001901525	1716
G001276625	-1
G001276615	1717
G001044195	1717
G001469165	1718
G000495615	1718
G009908845	1718
G000228725	1718
G000585215	1719
G000224065	1719
G000025485	1719
G000227745	1719
G000224005	1719
G000223985	1719
G000379525	1719
G000327045	1719
G001007875	1720
G000428045	1720
G002020805	1720
G011389885	1720
G003972985	1721
G000828615	1721
G002009425	1721
G000801295	1721
G002020775	1722
G002020725	1722
G002020715	1722
G002020685	1722
G002021855	1722
G000787395	1722
G002020995	1722
G002020795	1722
G002021025	1722
G002021035	1722
G002020845	1722
G002020605	1722
G002021235	1722
G002021175	1722
G002021105	1722
G002021265	1722
G002021195	1722
G002020935	1722
G002020915	1722
G002021315	1722
G002020385	1722
G001801625	-1
G001797285	-1
G001802505	-1
G001801915	1723
G001801755	1723
G001801605	1723
G001801425	1723
G001801375	1723
G001802455	1723
G001802445	1723
G001801815	1723
G002776555	-1
G902535955	1724
G002704325	1724
G902537145	1725
G902528515	1725
G902556425	1725
G002390555	1725
G001627135	1726
G001626975	1726
G001626995	1726
G900096915	1726
G900096995	1726
G001878775	1727
G000369145	1727
G000369105	1727
G001647675	1727
G000368625	1727
G000368865	1727
G001484935	1727
G000219275	1727
G001592855	1727
G001828765	1727
G001307195	1727
G000964095	1727
G000488255	1727
G001758345	1727
G900116265	1727
G000367925	1727
G000816495	1727
G000632455	1727
G000400735	1727
G000368925	1727
G000368565	1727
G000829675	1727
G000368905	1727
G001484985	1727
G000368585	1727
G000271425	1727
G001575095	1727
G000475335	1727
G001584645	1727
G000488195	1727
G000369005	1727
G001941805	1727
G000368025	1727
G003072045	1727
G000746645	1727
G001713665	1727
G000191145	1727
G001953195	1727
G000368825	1727
G000488275	1727
G000488215	1727
G009842725	-1
G001583435	1728
G000722635	1728
G000710775	1728
G000373945	1728
G003991975	-1
G001995095	1729
G000422865	1729
G000422425	1729
G001466725	-1
G900111755	-1
G900107845	-1
G002954545	-1
G004358445	-1
G003596335	-1
G003072645	-1
G902801605	-1
G002216855	-1
G002795905	1730
G000990725	1730
G001789645	1731
G001787985	1731
G001789635	1732
G001789285	1732
G001793015	1733
G001792255	1733
G001792545	1734
G001792345	1734
G001791885	1734
G000993405	1735
G000993365	1735
G000993305	1736
G000992365	1736
G000994895	1736
G001793075	1736
G001792295	1736
G012800315	-1
G002069505	-1
G001871435	1737
G001783255	1737
G003482855	1738
G002869205	1738
G001784275	-1
G001783105	1739
G001783045	1739
G001001645	1740
G000995915	1740
G000996715	1741
G000996355	1741
G000994285	1741
G004297215	-1
G001791725	1742
G001791645	1742
G001791735	1742
G001821455	-1
G011371605	-1
G001818625	-1
G001819945	-1
G001818895	-1
G001818705	-1
G001818695	1743
G001817975	1743
G000996605	-1
G001825065	1744
G001823545	1744
G001823535	1745
G001823495	1745
G001873305	1745
G001000595	1745
G000999475	1745
G000998425	1745
G000997825	1745
G001871765	1745
G001825115	1745
G003135635	-1
G002687905	-1
G002778575	-1
G003694545	-1
G003552065	-1
G007117035	-1
G003559195	-1
G003559675	-1
G003280105	-1
G003278175	1746
G003215675	1746
G902560875	1746
G003280225	1746
G003215725	-1
G000252465	1747
G000252425	1747
G000252485	1747
G001858125	1748
G001586755	1748
G000175855	1748
G001858115	1748
G000175835	1748
G001432185	1748
G001586785	1748
G000196515	1748
G000521175	1748
G000312705	1748
G000426925	1748
G001858025	1748
G000332135	1748
G000317535	1748
G000332295	1748
G000316575	1748
G000300115	1748
G001904715	1748
G000020025	1748
G000340565	1748
G000204075	1748
G000009705	1748
G001548375	1748
G000316645	1748
G001298445	1748
G000316625	1748
G008081195	-1
G001796865	-1
G008501685	-1
G900299355	-1
G001795125	-1
G003327455	-1
G001796915	-1
G001796335	1749
G001794965	1749
G002796565	1750
G001872165	1750
G009772985	1750
G009994975	1751
G002840685	1751
G011047105	1751
G001508255	-1
G003385075	-1
G000830005	1752
G000253235	1752
G000718595	1752
G000721275	1752
G000384175	1752
G001750785	1752
G001646665	1752
G001693675	1752
G000163875	1752
G001278075	1752
G001279695	1752
G001905365	1752
G000375725	1752
G000717025	1752
G000010605	1752
G000429085	1752
G000818195	1752
G000718095	1752
G000497425	1752
G000721265	1752
G001746425	1752
G000720455	1752
G001279725	1752
G001313525	1752
G000719335	1752
G000203835	1753
G000158935	1753
G000721235	1753
G001660045	1753
G001013905	1753
G001419695	1753
G001418415	1753
G000156435	1753
G001611795	1753
G000158955	1753
G001279985	1753
G001511815	1753
G000497445	1753
G000802245	1753
G000718315	1753
G000444875	1753
G000725795	1753
G001005085	1753
G001654495	1753
G001418585	1753
G000242715	1753
G001509795	1753
G000225525	1753
G001513975	1753
G000349325	1753
G000721105	1753
G000716215	1753
G001514045	1753
G001298575	1753
G000376565	1753
G001418475	1753
G000091305	1753
G000317595	1753
G000819545	1753
G000204605	1753
G001418655	1753
G001418335	1753
G000716805	1753
G000331005	1753
G000968255	1753
G000009765	1753
G000725495	1753
G001419745	1753
G001418465	1753
G000720475	1753
G000716675	1753
G000373565	1753
G000827005	1753
G000719955	1753
G000213055	1753
G003813965	-1
G007859215	1754
G000428805	1754
G000318135	1754
G002994655	1754
G000590555	1754
G001021025	1754
G001020985	1755
G000175375	1755
G001682255	1756
G000814865	1756
G002009415	1756
G000144935	1756
G001663495	1756
G001433475	1756
G001017615	1756
G000730445	1756
G000730365	1756
G001481715	1756
G000143705	1756
G000241855	1756
G001975165	1756
G001653315	1756
G001298505	1756
G001865765	1756
G001481675	1756
G000972805	1756
G001719645	1756
G000255935	1756
G000152065	1756
G000227175	1756
G000144675	1756
G000221625	1756
G000258385	1756
G001989595	1756
G001456175	1756
G001447295	1756
G001969485	1756
G001942005	1756
G001969465	1756
G001653295	1756
G001481755	1756
G001047215	1756
G001889145	1756
G000265545	1756
G001969175	1756
G001922265	1756
G001867045	1756
G000259155	1756
G001876175	1756
G001875875	1756
G001876255	1756
G001876195	1756
G001875845	1756
G001457455	1756
G003813985	1756
G007904105	1756
G000550805	1756
G000980835	1756
G000420585	1757
G000344785	1757
G001277995	1757
G000011305	1757
G900169525	1757
G000277125	1758
G000222105	1758
G000007865	1758
G001021495	1758
G000164135	1758
G000689255	1758
G000526915	1758
G001584765	1758
G900157365	1758
G003165155	1758
G011758645	1759
G000413315	1759
G900155645	1760
G000423485	1760
G000741715	1761
G000741695	1761
G001025175	1761
G000007525	1761
G001417815	1761
G000741785	1761
G000741175	1761
G001025155	1761
G002259685	1761
G001042635	1761
G000741165	1761
G000165905	1761
G001042595	1761
G000010425	1761
G012932365	1761
G000741215	1761
G000800475	1761
G000741135	1761
G000741575	1761
G000022965	1761
G010667615	1761
G000741255	1761
G000741205	1761
G000347695	1761
G000466165	1762
G000162895	1762
G003957265	1762
G000239695	-1
G011751725	-1
G002950575	-1
G001438965	1763
G000754445	1763
G000422745	1764
G000422385	1764
G003569805	1764
G001426925	1764
G001552455	1765
G000956415	1765
G001262495	1765
G000633215	1765
G000455825	1765
G000956525	1765
G000956475	1765
G000763375	1765
G000685355	1765
G002705755	1765
G000956545	1765
G000956505	1765
G000826185	1765
G001428485	1766
G001427145	1766
G000956465	1766
G000304335	1766
G000956575	1766
G001652465	1766
G900098805	1766
G001427525	1766
G001592125	1766
G000409605	1766
G000746195	1766
G001552475	1766
G001887285	1766
G001314225	1766
G002730355	1766
G900104345	1766
G000202635	1766
G000333395	1766
G003931875	1766
G000956535	1766
G000799385	1766
G011047135	1766
G000802305	1766
G000422405	1766
G000582705	1766
G004364555	-1
G003194085	1767
G000754435	1767
G900141845	-1
G001485185	1768
G001404895	1768
G009295725	1768
G000013285	1768
G001403635	1768
G000469625	-1
G900129965	-1
G000219255	1769
G000175395	1769
G000204565	1769
G000014125	1769
G009738435	1769
G001263795	1769
G001270375	1770
G000008765	1770
G000807255	1771
G000389635	1771
G000246895	1771
G000686725	1771
G900461245	1772
G000619945	1772
G000007625	1772
G000765165	1772
G000525775	-1
G009695905	-1
G900086585	1773
G009935805	1773
G900119705	1774
G000308275	1774
G004559235	-1
G900319835	-1
G900545965	-1
G900545235	1775
G000431575	1775
G004557655	1775
G004555205	1775
G004560375	1776
G002161675	1776
G000437375	-1
G900552255	-1
G902785485	-1
G001916755	1777
G000433515	1777
G004560625	1777
G900539105	1778
G000436835	1778
G902785145	1779
G900539325	1779
G001512765	-1
G002160955	1780
G001486665	1780
G900169495	-1
G009778605	-1
G009782265	-1
G000436675	1781
G000432175	1781
G001916415	1782
G000382085	1782
G000210635	1782
G001940995	-1
G000703065	-1
G900110635	1783
G000687975	1783
G000687695	-1
G003477605	1784
G001916225	1784
G000433735	1784
G003461285	-1
G000434155	1785
G000155855	1785
G004216775	-1
G900045905	-1
G000875945	-1
G902363445	1786
G003477885	1786
G900101295	1787
G000711825	1787
G011959465	-1
G900115795	-1
G000829455	-1
G002363705	-1
G001916215	1788
G000437575	1788
G003524985	1788
G000967915	-1
G012839355	-1
G900314465	-1
G900549165	1789
G000433475	1789
G000433255	1789
G000432575	-1
G000433875	-1
G002317215	-1
G900018345	-1
G012163225	-1
G902809815	-1
G007293315	-1
G900142675	1790
G000009825	1790
G001598215	1790
G001420645	1790
G001310595	1790
G900096965	1790
G001484965	1790
G900110015	1791
G000725365	1791
G009741735	1792
G003201975	1792
G001587505	1793
G000632715	1793
G000313345	1793
G000632515	1793
G900111865	1793
G001295365	1793
G001598935	1793
G001587475	1793
G000744755	1793
G000750005	1793
G001610955	1793
G001412125	1793
G000015745	1793
G001618685	1793
G000620165	1793
G001187595	1793
G003944835	1793
G000438455	-1
G000286395	1794
G000286335	1794
G000525875	1795
G000525795	1795
G000252625	1795
G900183385	1795
G001463995	1796
G000196035	1796
G000973005	1796
G000972995	1796
G000620885	1796
G000620905	1796
G000567965	1796
G001564995	1796
G001564695	1796
G000619785	1796
G000960735	1796
G000183885	1796
G000027145	1796
G000148995	1796
G000313915	-1
G005223045	1797
G001303465	1797
G009692045	-1
G009926625	-1
G009691945	-1
G007694185	1798
G002428205	1798
G902632385	-1
G004124535	-1
G002730315	1799
G002256485	1799
G902615915	-1
G002724735	1800
G002168745	1800
G902581045	-1
G011367925	-1
G008933375	1801
G000258405	1801
G008363275	1802
G001802895	1802
G001873185	-1
G004322375	-1
G011389155	1803
G003142475	1803
G001804625	1804
G001804555	1804
G001802945	1804
G001897535	-1
G001439115	1805
G001438265	1805
G003448375	1805
G001567275	-1
G008933805	-1
G004144285	-1
G001768555	-1
G001920375	1806
G001919715	1806
G003225295	1806
G001920165	-1
G000178975	-1
G000688615	1807
G000421065	1807
G000745965	1807
G001725305	1807
G000381605	1807
G000234355	1808
G000011685	1808
G000311765	1808
G001598495	1808
G000744465	-1
G000745545	1809
G000376305	1809
G000376805	-1
G902586855	-1
G902590205	-1
G002239085	-1
G009842205	-1
G902593045	1810
G902509895	1810
G003500165	-1
G000751295	-1
G001676615	-1
G900119845	1811
G000970465	1811
G003994485	1811
G001427875	1812
G000743575	1812
G000970455	1812
G000969445	1812
G001426345	1812
G000971275	1812
G000971295	1812
G000735585	1812
G000969415	1812
G001185205	1812
G900148505	-1
G001927245	1813
G000374525	1813
G004328075	1814
G001305515	1814
G900231165	1815
G001720135	1815
G000425185	1815
G000422965	1815
G900115225	-1
G001953055	1816
G000179775	1816
G000158495	1817
G000158475	1817
G000733775	1818
G000377645	1818
G001418255	1818
G000253115	1818
G004364935	1819
G000271305	1819
G900113085	1820
G003201205	1820
G005047655	1820
G000474945	1820
G000426685	1820
G002930645	1820
G003052265	1820
G001887595	1821
G000800155	1821
G000964085	1821
G004342265	1821
G011300685	1822
G002895945	1822
G003697345	1822
G006337105	1822
G000423885	1822
G001482195	1823
G000559025	1823
G008312895	1823
G001306995	1823
G001014645	1823
G000472505	1823
G000422305	1823
G005239095	1823
G011526085	1823
G009792795	1824
G000770795	1824
G001303045	-1
G001303065	-1
G002020875	-1
G004366735	-1
G009498235	1825
G000934725	1825
G900094635	1826
G002072955	1826
G001443675	1827
G000168735	1827
G003934985	1827
G001708965	1828
G001708955	1828
G001708975	1828
G001708985	1828
G001709035	1828
G003058525	1828
G001801665	-1
G902459485	1829
G003350455	1829
G001801635	1829
G001801495	1829
G001801485	1829
G001795425	-1
G009883795	1830
G000815025	1830
G001077715	1830
G000017105	1830
G000007765	1830
G003990275	1831
G001467825	1831
G900640115	1831
G000512355	1831
G001467055	1831
G002402175	1832
G001438145	1832
G902591495	1833
G009920395	1833
G003752585	-1
G000380565	1834
G000220505	1834
G002084115	-1
G900174585	1835
G002238585	1835
G001580025	-1
G900109735	-1
G001635725	1836
G001635315	1836
G002747395	1837
G002162375	1837
G002514725	-1
G900129155	1838
G000508165	1838
G000521805	1838
G000214215	1838
G001639745	1838
G001418205	1838
G000192865	1838
G000153025	1838
G003390335	-1
G001444365	1839
G000378625	1839
G000764185	1839
G000012325	1839
G009832865	1839
G006439335	1839
G007954265	1839
G001957175	1839
G000948975	1839
G001795365	1840
G001275035	1840
G001669775	1840
G000711985	1840
G000987775	1841
G000382165	1841
G000987765	1841
G001704375	1841
G000272005	1841
G900108485	1841
G001513785	1841
G000425345	1841
G000296695	1841
G000374485	-1
G006494715	1842
G003353085	1842
G000482725	-1
G002936955	1843
G001870485	1843
G003012775	1843
G000381965	1843
G000819865	1844
G000196395	1844
G000014805	1844
G001593245	1844
G000820205	1844
G000388115	1844
G001447335	1844
G000820125	1844
G000023065	1844
G003585935	1845
G003585925	1845
G900087055	-1
G001789855	-1
G000990565	1846
G000990465	1846
G000999715	-1
G002716765	-1
G002787355	-1
G009992075	-1
G001791695	-1
G001002765	1847
G001002565	1847
G001791455	1848
G001791305	1848
G001790825	1848
G001791205	1848
G001791565	1848
G001790985	1848
G001791715	1848
G011338085	-1
G001005035	-1
G001818655	1849
G001818545	1849
G001004965	1849
G001785415	-1
G001786825	-1
