id bipar error fn
G001750165_2_1525 7453 2 .0003
G000007105_3_1556 7453 28 .0038
G000297775_2_1603 7453 9 .0012
G000515395_1_1607 7453 1 .0001
G000264455_2_1532 7453 5 .0007
G000875945_1_1596 7453 7 .0009
G001784565_1_1548 7453 1 .0001
G001818735_1_1580 7453 0 0
G000014185_1_1586 7453 15 .002
G900107585_1_1552 7453 8 .0011
G000710615_1_1588 7453 2 .0003
G001713375_1_1614 7453 8 .0011
G001543345_6_1578 7453 1 .0001
G001039275_1_1587 7453 4 .0005
G001558935_7_1557 7453 8 .0011
G000024985_2_1610 7453 1 .0001
G000368825_5_1615 7453 4 .0005
G000995995_1_1567 7453 2 .0003
G000750535_5_1591 7453 1 .0001
G001435325_1_1604 7453 2 .0003
G000752095_3_1574 7453 2 .0003
G000967895_3_1599 7453 11 .0015
G001399795_1_1560 7453 12 .0016
G001027025_1_1534 7453 0 0
G000016165_6_1565 7453 1 .0001
G900142205_1_1585 7453 6 .0008
G000411555_2_1572 7453 1 .0001
G000024025_2_1627 7453 8 .0011
G000024985_1_1592 7453 2 .0003
G000756225_1_1579 7453 2 .0003
G000756225_2_1553 7453 1 .0001
G000585375_1_1546 7453 3 .0004
G900155395_1_1624 7453 8 .0011
G000754275_1_1617 7453 2 .0003
G000023925_1_1619 7453 6 .0008
G000091565_1_1605 7453 10 .0013
G000500935_1_1601 7453 0 0
G000189775_3_1543 7453 2 .0003
G000332275_1_1549 7453 14 .0019
G000469585_1_1598 7453 4 .0005
G000297775_1_1600 7453 10 .0013
G001188545_1_1569 7453 0 0
G001438895_1_1541 7453 0 0
G001543345_9_1542 7453 0 0
G000428465_1_1602 7453 6 .0008
G000518365_1_1631 7453 28 .0038
G000368825_5_1545 7453 4 .0005
G001315825_1_1611 7453 3 .0004
G001771535_1_1551 7453 0 0
G000754275_4_1616 7453 4 .0005
G000368825_3_1539 7453 18 .0024
G000021885_3_1570 7453 1 .0001
G900107465_1_1622 7453 6 .0008
G001981925_1_1573 7453 2 .0003
G001438895_1_1562 7453 0 0
G001543345_9_1564 7453 0 0
G001899145_1_1581 7453 1 .0001
G000768875_1_1589 7453 2 .0003
G000021885_6_1597 7453 1 .0001
G001190745_1_1577 7453 4 .0005
G001421995_1_1555 7453 5 .0007
G000264455_2_1544 7453 17 .0023
G001784565_1_1593 7453 3 .0004
G001574865_2_1632 7453 2 .0003
G001544015_2_1566 7453 0 0
G000383295_1_1640 7453 16 .0021
G000348805_1_1626 7453 2 .0003
G000020725_4_1575 7453 0 0
G000237805_2_1630 7453 48 .0064
G000021885_4_1613 7453 5 .0007
G000512895_1_1594 7453 1 .0001
G000014865_1_1559 7453 3 .0004
G001039275_9_1612 7453 4 .0005
G000024025_2_1641 7453 8 .0011
G900142205_1_1646 7453 5 .0007
G001583415_2_1563 7453 20 .0027
G000158315_1_1608 7453 3 .0004
G000287055_1_1606 7453 1 .0001
G000091565_4_1635 7453 12 .0016
G000174415_2_1636 7453 7 .0009
G000153185_2_1662 7453 14 .0019
G000371925_2_1637 7453 0 0
G000208405_1_1583 7453 1 .0001
G000179615_5_1595 7453 3 .0004
G000014005_1_1568 7453 3 .0004
G001420715_7_1665 7453 16 .0021
G000415945_1_1638 7453 11 .0015
G000091565_2_1582 7453 2 .0003
G000020945_2_1633 7453 0 0
G001649715_1_1625 7453 2 .0003
G000091565_6_1620 7453 10 .0013
G000020725_3_1651 7453 1 .0001
G000744935_7_1623 7453 5 .0007
G000174415_1_1634 7453 9 .0012
G000371925_2_1576 7453 13 .0017
G001420715_2_1658 7453 16 .0021
G001039275_7_1618 7453 6 .0008
G000744935_1_1663 7453 5 .0007
G000744935_5_1628 7453 7 .0009
G000744935_3_1644 7453 6 .0008
G001602645_1_1649 7453 1 .0001
G001402855_2_1655 7453 5 .0007
G001794605_1_1657 7453 0 0
G000368825_2_1661 7453 13 .0017
G001543345_3_1645 7453 7 .0009
G000472345_1_1629 7453 1 .0001
G000828895_2_1648 7453 3 .0004
G000025725_1_1642 7453 2 .0003
G000023325_2_1643 7453 0 0
G000737865_3_1639 7453 6 .0008
G001023575_1_1647 7453 13 .0017
G001049735_1_1652 7453 16 .0021
G000007785_4_1653 7453 0 0
G000025725_1_1666 7453 1 .0001
G001583415_1_1650 7453 18 .0024
G000968055_1_1659 7453 2 .0003
G000210615_1_1669 7453 1 .0001
G000007625_5_1656 7453 4 .0005
G000702485_1_1664 7453 0 0
G001750165_7_1667 7453 0 0
G001824255_1_1660 7453 3 .0004
G001190745_1_1668 7453 4 .0005
G000312665_1_1675 7453 7 .0009
G001580025_1_1672 7453 7 .0009
G001784435_1_1654 7453 5 .0007
G000498475_1_1670 7453 2 .0003
G001294525_1_1674 7453 5 .0007
G001543345_8_1671 7453 0 0
G000017865_1_1683 7453 3 .0004
G001399795_1_1700 7453 2 .0003
G000021885_2_1685 7453 9 .0012
G000238395_1_1679 7453 2 .0003
G000415945_1_1680 7453 6 .0008
G001749745_1_1677 7453 3 .0004
G001420855_9_1689 7453 0 0
G000332175_2_1682 7453 2 .0003
G000159995_1_1720 7453 1 .0001
G000744935_6_1673 7453 3 .0004
G000687735_1_1767 7453 3 .0004
G000826085_2_1769 7453 0 0
G001713375_2_1698 7453 8 .0011
G001574865_2_1697 7453 9 .0012
G000260965_1_1678 7453 15 .002
G000350305_1_1692 7453 1 .0001
G001769115_1_1688 7453 0 0
G000702485_6_1763 7453 2 .0003
G001784235_1_1691 7453 2 .0003
G000877395_1_1701 7453 18 .0024
G000208405_3_1725 7453 4 .0005
G000800295_2_1755 7453 4 .0005
G001484965_1_1731 7453 10 .0013
G000196455_4_1686 7453 14 .0019
G000752215_1_1775 7453 1 .0001
G000498475_1_1778 7453 0 0
G001769115_1_1726 7453 0 0
G000772535_1_1746 7453 1 .0001
G001543345_6_1710 7453 0 0
G001574865_1_1787 7453 15 .002
G000960475_1_1687 7453 23 .0031
G000170795_5_1748 7453 13 .0017
G900095865_2_1718 7453 6 .0008
G001439135_1_1719 7453 2 .0003
G000299355_3_1714 7453 9 .0012
G000301055_1_1780 7453 17 .0023
G000153185_2_1764 7453 30 .004
G000007105_2_1772 7453 2 .0003
G000821105_4_1776 7453 8 .0011
G001302585_2_1723 7453 1 .0001
G000620165_1_1716 7453 1 .0001
G000737865_3_1742 7453 3 .0004
G000336495_1_1708 7453 17 .0023
G000752095_5_1693 7453 1 .0001
G000179615_9_1736 7453 11 .0015
G000507845_2_1781 7453 12 .0016
G000017545_2_1760 7453 1 .0001
G000016165_1_1783 7453 1 .0001
G900142205_1_1704 7453 2 .0003
G001774275_1_1729 7453 3 .0004
G000220235_1_1779 7453 13 .0017
G000023865_2_1690 7453 1 .0001
G900105065_1_1713 7453 9 .0012
G001619695_1_1706 7453 3 .0004
G000750535_6_1759 7453 16 .0021
G000023865_3_1722 7453 1 .0001
G001825665_1_1752 7453 3 .0004
G001981925_1_1765 7453 18 .0024
G000017545_2_1695 7453 1 .0001
G000413315_1_1750 7453 1 .0001
G000014005_1_1777 7453 1 .0001
G000518365_3_1785 7453 17 .0023
G000585155_7_1757 7453 3 .0004
G000752095_9_1733 7453 3 .0004
G001677115_2_1732 7453 14 .0019
G000379985_1_1712 7453 8 .0011
G900120165_1_1786 7453 3 .0004
G000512895_4_1737 7453 1 .0001
G000024305_1_1699 7453 8 .0011
G000750535_2_1774 7453 9 .0012
G000332275_1_1739 7453 6 .0008
G000265295_2_1711 7453 1 .0001
G000411555_2_1745 7453 1 .0001
G001774295_1_1676 7453 4 .0005
G000196455_2_1734 7453 3 .0004
G000091565_4_1771 7453 1 .0001
G001574675_4_1788 7453 6 .0008
G000014865_3_1758 7453 11 .0015
G001886435_1_1773 7453 7 .0009
G000585155_4_1751 7453 3 .0004
G000496595_1_1730 7453 9 .0012
G000597725_1_1761 7453 1 .0001
G000287055_1_1762 7453 6 .0008
G000413315_2_1684 7453 25 .0034
G001619695_1_1707 7453 1 .0001
G000711955_1_1724 7453 0 0
G001867005_3_1727 7453 13 .0017
G001049735_1_1747 7453 4 .0005
G002011685_1_1743 7453 17 .0023
G000429925_1_1715 7453 2 .0003
G001574865_5_1782 7453 11 .0015
G900113695_1_1770 7453 5 .0007
G001429255_1_1797 7453 6 .0008
G000512895_1_1721 7453 1 .0001
G000014865_2_1709 7453 15 .002
G000252445_4_1784 7453 5 .0007
G000413315_3_1791 7453 5 .0007
G000473145_4_1768 7453 21 .0028
G000189775_4_1799 7453 0 0
G000371925_2_1756 7453 17 .0023
G001044335_1_1705 7453 2 .0003
G000313385_1_1728 7453 6 .0008
G000179615_2_1754 7453 4 .0005
G001941945_2_1740 7453 3 .0004
G000826085_2_1789 7453 17 .0023
G000744935_5_1790 7453 6 .0008
G000965125_1_1798 7453 2 .0003
G001544015_1_1703 7453 12 .0016
G000007625_4_1741 7453 3 .0004
G900095865_2_1794 7453 3 .0004
G000143985_1_1696 7453 7 .0009
G000582705_1_1753 7453 2 .0003
G000169375_1_1744 7453 4 .0005
G000585155_3_1766 7453 0 0
G000744935_2_1793 7453 8 .0011
G001420855_10_1681 7453 3 .0004
G001017655_1_1738 7453 2 .0003
G000983115_1_1796 7453 0 0
G000332275_1_1717 7453 1 .0001
G000210615_1_1702 7453 0 0
G000615945_1_1735 7453 9 .0012
G001543345_1_1749 7453 0 0
G001784435_1_1795 7453 1 .0001
G000189775_4_1694 7453 2 .0003
G000170795_5_1825 7453 8 .0011
G001420715_6_1808 7453 10 .0013
G001750165_8_1805 7453 21 .0028
G000312665_1_1803 7453 3 .0004
G001818625_1_1804 7453 1 .0001
G000403295_3_1800 7453 12 .0016
G000754275_4_1856 7453 5 .0007
G000014245_2_1824 7453 7 .0009
G000756225_1_1816 7453 16 .0021
G000007105_2_1858 7453 4 .0005
G000404925_1_1827 7453 11 .0015
G900113975_1_1842 7453 10 .0013
G001580025_1_1830 7453 11 .0015
G000967895_1_1822 7453 48 .0064
G000585155_1_1846 7453 1 .0001
G001315825_1_1802 7453 1 .0001
G001426965_1_1806 7453 10 .0013
G000014865_3_1844 7453 7 .0009
G000375545_1_1873 7453 1 .0001
G000196135_2_1847 7453 4 .0005
G000371925_1_1840 7453 37 .005
G001649715_3_1815 7453 26 .0035
G001420855_11_1811 7453 17 .0023
G000585155_5_1848 7453 1 .0001
G000473145_3_1897 7453 21 .0028
G000312665_1_1833 7453 7 .0009
G000821105_2_1839 7453 3 .0004
G000297775_2_1826 7453 4 .0005
G000007105_1_1828 7453 2 .0003
G001049735_1_1813 7453 5 .0007
G000564995_1_1818 7453 1 .0001
G000585375_1_1835 7453 16 .0021
G000518365_1_1857 7453 3 .0004
G000648015_1_1841 7453 8 .0011
G000332275_1_1855 7453 13 .0017
G000403455_3_1852 7453 1 .0001
G002011685_1_1801 7453 6 .0008
G900128965_1_1832 7453 2 .0003
G000960475_1_1900 7453 7 .0009
G000014585_2_1861 7453 1 .0001
G000007625_6_1860 7453 6 .0008
G000313385_2_1829 7453 4 .0005
G001750165_7_1869 7453 0 0
G000016165_1_1837 7453 2 .0003
G000585155_7_1814 7453 1 .0001
G001750165_5_1868 7453 6 .0008
G000701545_1_1859 7453 12 .0016
G000411555_4_1863 7453 1 .0001
G000265295_2_1836 7453 2 .0003
G000719335_1_1867 7453 26 .0035
G001420855_1_1810 7453 3 .0004
G001039275_7_1854 7453 21 .0028
G000016165_1_1849 7453 1 .0001
G000158315_1_1807 7453 2 .0003
G000016165_8_1834 7453 1 .0001
G000021885_3_1817 7453 8 .0011
G000934685_2_1845 7453 9 .0012
G000014585_2_1888 7453 1 .0001
G000582705_1_1821 7453 9 .0012
G001543345_12_1831 7453 0 0
G001515215_1_1823 7453 0 0
G001619695_1_1904 7453 5 .0007
G001420855_2_1850 7453 0 0
G900095865_4_1881 7453 0 0
G000516515_1_1885 7453 0 0
G000498475_1_1915 7453 1 .0001
G000179615_7_1838 7453 9 .0012
G000473145_1_1819 7453 17 .0023
G000750535_5_1905 7453 14 .0019
G000597725_1_1894 7453 8 .0011
G001004055_1_1862 7453 1 .0001
G000332275_1_1898 7453 13 .0017
G000995995_1_1887 7453 2 .0003
G000196455_1_1809 7453 31 .0042
G001583415_1_1870 7453 11 .0015
G900103665_1_1851 7453 5 .0007
G000447295_1_1812 7453 4 .0005
G900105105_1_1880 7453 11 .0015
G000754275_6_1877 7453 4 .0005
G000737865_2_1864 7453 3 .0004
G001543345_12_1820 7453 2 .0003
G000473145_3_1891 7453 0 0
G000719335_1_1872 7453 7 .0009
G000313385_3_1886 7453 8 .0011
G000442315_1_1865 7453 17 .0023
G000008565_2_1910 7453 35 .0047
G000967895_3_1893 7453 8 .0011
G000744935_6_1866 7453 14 .0019
G000016165_5_1901 7453 39 .0052
G000505725_3_1909 7453 19 .0025
G000473145_1_1874 7453 14 .0019
G001773775_1_1792 7453 39 .0052
G000384135_3_1892 7453 26 .0035
G000299355_2_1875 7453 6 .0008
G000372165_1_1889 7453 20 .0027
G000621485_1_1876 7453 5 .0007
G000687735_1_1843 7453 0 0
G000091985_1_1896 7453 6 .0008
G000020945_2_1911 7453 0 0
G001774295_1_1853 7453 3 .0004
G000179615_1_1882 7453 4 .0005
G001773775_1_1884 7453 2 .0003
G000821105_4_1890 7453 4 .0005
G900115865_1_1878 7453 7 .0009
G000299355_5_1908 7453 6 .0008
G001486165_3_1903 7453 3 .0004
G000821105_3_1920 7453 3 .0004
G000447295_2_1932 7453 4 .0005
G000252445_4_1902 7453 1 .0001
G000297775_3_1921 7453 1 .0001
G000008565_1_1883 7453 2 .0003
G000368825_2_1923 7453 4 .0005
G001543345_9_1906 7453 1 .0001
G000403455_2_1913 7453 0 0
G000702485_6_1879 7453 0 0
G000179615_10_1912 7453 2 .0003
G000736515_1_1871 7453 8 .0011
G000413315_2_1928 7453 5 .0007
G000208405_1_1907 7453 1 .0001
G000970465_1_1922 7453 14 .0019
G000403455_1_1938 7453 0 0
G001708985_1_1916 7453 3 .0004
G000092225_1_1930 7453 8 .0011
G001886435_1_1927 7453 1 .0001
G001435325_1_1917 7453 5 .0007
G001604585_1_1895 7453 4 .0005
G000007625_3_1919 7453 6 .0008
G001420855_13_1899 7453 0 0
G000017545_2_1914 7453 1 .0001
G000153185_1_1935 7453 11 .0015
G000719275_1_1925 7453 13 .0017
G900097105_3_1924 7453 0 0
G002002625_1_1933 7453 10 .0013
G000482465_1_1929 7453 1 .0001
G001190745_2_1918 7453 4 .0005
G000368825_4_1937 7453 4 .0005
G000265295_2_1934 7453 1 .0001
G001543345_10_1936 7453 2 .0003
G001005825_1_1931 7453 6 .0008
G001795505_1_1926 7453 2 .0003
G001750165_6_1940 7453 23 .0031
G000754275_1_1941 7453 14 .0019
G000800295_2_1939 7453 4 .0005
G001039275_3_1946 7453 4 .0005
G000023705_1_1954 7453 0 0
G000185985_1_1945 7453 0 0
G001941945_4_1955 7453 26 .0035
G000769915_1_1960 7453 4 .0005
G000368825_1_1975 7453 5 .0007
G001750165_8_1985 7453 4 .0005
G000297775_6_1952 7453 1 .0001
G000308795_1_1942 7453 6 .0008
G000159995_1_1957 7453 1 .0001
G001656215_1_1961 7453 1 .0001
G000403295_1_1965 7453 7 .0009
G000143985_2_1951 7453 2 .0003
G001543345_3_1976 7453 0 0
G000170795_2_1944 7453 2 .0003
G001544015_1_1982 7453 6 .0008
G000620165_1_1970 7453 29 .0039
G000585155_7_1943 7453 1 .0001
G000014865_1_1950 7453 23 .0031
G000710615_1_1983 7453 9 .0012
G001676615_1_1974 7453 23 .0031
G000752215_1_1978 7453 4 .0005
G001941945_3_1956 7453 7 .0009
G000968055_1_1953 7453 1 .0001
G000744935_1_1995 7453 11 .0015
G001497255_1_1997 7453 2 .0003
G001543345_2_1973 7453 1 .0001
G000740865_1_1977 7453 0 0
G001713375_1_1958 7453 2 .0003
G001039275_5_1963 7453 8 .0011
G000210095_1_1962 7453 5 .0007
G000313385_3_1948 7453 11 .0015
G001872305_1_1996 7453 16 .0021
G000252445_4_1999 7453 1 .0001
G000313385_1_1986 7453 8 .0011
G000615945_1_1993 7453 16 .0021
G000384135_3_1994 7453 1 .0001
G000754275_3_1947 7453 4 .0005
G000145555_1_1964 7453 3 .0004
G001039275_8_1992 7453 3 .0004
G001981925_1_1971 7453 19 .0025
G000702485_2_1979 7453 6 .0008
G001420715_1_1969 7453 10 .0013
G000473145_2_1966 7453 4 .0005
G000196455_2_1972 7453 4 .0005
G000403295_2_1984 7453 2 .0003
G000007625_3_1980 7453 6 .0008
G000301055_1_1988 7453 1 .0001
G000750535_3_1949 7453 1 .0001
G001867005_2_1968 7453 13 .0017
G001420855_6_1959 7453 3 .0004
G000179615_3_1998 7453 7 .0009
G000752095_7_1987 7453 1 .0001
G000023325_2_1989 7453 1 .0001
G900105065_2_1981 7453 7 .0009
G001789085_1_1991 7453 0 0
G001750165_4_1967 7453 13 .0017
G000403295_1_1990 7453 14 .0019
